nome_politica;tipo_politica;ano;grande_area;area;subareas;orgaos;publico_alvo;publico_alvo_categ;publico_alvo_legislacao;medida_provisoria;medida_provisoria_inicio_vigencia;instrumento_legal;legislacao;vigencia_inicio;vigencia_fim;objetivos;observacoes;acao_orcamentaria_assoc
Programa Nacional de Plataformas do Conhecimento ;Programa governamental;2014;Social;Ciência e Tecnologia;"Ciência e Tecnologia;;;;";"Ministério da Fazenda; Ministério do Planejamento; Ministério do Desenvolvimento, Indústria e Comércio Exterior; Ministério da Educação; Ministério da Ciência, Tecnologia e Inovações";Trabalhadores e trabalhadoras;Instituiçoes de pesquisa e inovação;Sem especificação;Não se aplica;Não se aplica;Decreto;8269/2014;26 de junho de 2014;Não encontrado;"Art. 1º Fica instituído o Programa Nacional de Plataformas do Conhecimento - PNPC, com os seguintes objetivos:
I - realizar encomenda tecnológica destinada à solução de problema técnico específico ou à obtenção de produto ou processo inovador, de bens ou serviços, que envolva risco tecnológico; e
II - estimular a parceria entre empresas e instituições de pesquisa científica e tecnológica.";#N/A;Programa sem ação orçamentária associada
Programa Nacional de Política Fundiária;Programa governamental;1982;Desenvolvimento Econômico;Agropecuária e Agrária;"Organização Agrária;;;;";"Ministério da Agricultura; Ministério Extraordinário para Assuntos Fundiários ";Popula��o em geral;Trabalhadores Rurais;"Art. 2º A Política Nacional de Saneamento abrangerá:
a) saneamento básico, compreendendo abastecimento de água, sua fluoretação e destinação de dejetos; b) esgotos pluviais e drenagem;
c) contrôle da poluição ambiental, inclusive do lixo; d) contrôle das modificações artificiais das massas de água; e) contrôle de inundações e de erosões.";Não se aplica;Não se aplica;Decreto;87457/1982;23 de agosto de 1982;Não encontrado;"Art. 2º O Programa terá por objetivo:

I - unificar a implantação dos projetos fundiários;

Il - ativar a execução de projetos para assegurar o cumprimento das metas prioritárias do Governo na regularização fundiária; e

III - intensificar a execução da Lei nº 4.504, de 30 de novembro de 1964.";#N/A;Programa sem ação orçamentária associada
Programa Nacional de Racionalização da Produção e do Uso de Energia;Programa governamental;1990;Desenvolvimento Econômico;Infraestrutura;"Energia;;;;";"Ministério da Economia, Fazenda e Planejamento; Ministério da Infraestrutura";Popula��o em geral;Cadeias produtivas de setores econômicas incentivados e/ou regulados;Sem especificação;Não se aplica;Não se aplica;Decreto;99250/1990;14 de maio de 1990;22 de setembro de 1993;Art. 1º É instituído o Programa Nacional de Racionalização da Produção e do Uso de Energia, com a finalidade de promover, articular e desenvolver ações visando à racionalização e maior eficiência na produção e no uso de insumos energéticos no País.;#N/A;Programa sem ação orçamentária associada
Programa Nacional de Reestruturação dos Hospitais Universitários Federais (REHUF);Programa governamental;2010;Social;Saúde;"Saúde;;;;";"Ministério da Educação; Ministério da Saúde; Ministério do Planejamento, Orçamento e Gestão";Popula��o em geral;Sistema de Saúde;Sem especificação  População em geral;Não se aplica;Não se aplica;Decreto;7082/2010;27 de janeiro de 2010;Não encontrado;Art. 2o  O REHUF tem como objetivo criar condições materiais e institucionais para que os hospitais universitários federais possam desempenhar plenamente suas funções em relação às dimensões de ensino, pesquisa e extensão e à dimensão da assistência à saúde. ;#N/A;Programa com ação orçamentária associada
Programa Nacional de Reestruturação e Aquisição de Equipamentos para a Rede Escolar Pública de Educação Infantil (Pro-Infância);Programa governamental;2008;Social;Educação;"Educação;;;;";Ministério da Educação;Popula��o em geral;Estudantes e Professores;Sem especificação  População em geral;Não se aplica;Não se aplica;Decreto;6494/2008;01 de julho de 2008;Não encontrado;"Parágrafo único.  São objetivos do Pro-Infância:
I - a expansão da rede física de atendimento da educação infantil pública;
II - a melhoria da infra-estrutura das creches e pré-escolas públicas já existente nas redes municipais e do Distrito Federal; e
III - a ampliação do acesso à educação infantil, contribuindo para a melhoria da qualidade da educação.";#N/A;Programa com ação orçamentária associada
Programa Nacional de Segurança da Aviação Civil Contra Atos de Interferência Ilícita (PNAVSEC);Programa governamental;2010;Defesa e Segurança;Infraestrutura;"Transporte;;;;";Ministério da Defesa;Minorias sociais (negros, mulheres, comunidade LGBTQIA+ e pessoas com defici�ncia);Sistema de Segurança Pública;Pessoas com deficiência;Não se aplica;Não se aplica;Decreto;7168/2010;06 de maio de 2010;Não encontrado;Art. 2o  O PNAVSEC tem como objetivo disciplinar a aplicação de medidas de segurança destinadas a garantir a integridade de passageiros, tripulantes, pessoal de terra, público em geral, aeronaves e instalações de aeroportos brasileiros, a fim de proteger as operações da aviação civil contra atos de interferência ilícita cometidos no solo ou em voo. ;#N/A;Programa com ação orçamentária associada
Programa Nacional de Tecnologia da Habitação (PRONATH);Programa governamental;1991;Desenvolvimento Econômico;Habitação e Urbanismo;"Habitação;;;;";Ministério da Ação Social;Crian�as e Idosos;População em situação de vulnerabilidade social;Todo cidadão e cidadã brasileiros com 60 anos ou mais de idade;Não se aplica;Não se aplica;Decreto;216/1991;18 de setembro de 1991;Não encontrado;"Art. 1º Fica instituído, no âmbito do Ministério da Ação Social, o Programa Nacional de Tecnologia da Habitação - PRONATH, com as seguintes finalidades básicas:
I - elevar o nível de qualidade dos produtos e processos empregados no setor da construção habitacional;
II - aumentar a produtividade do setor habitacional;
III - ampliar os conhecimentos e tecnologias disponíveis no País, nas áreas de projeto, fabricação de material e componentes, execução de obras e operação e manutenção de edificações habitacionais.";#N/A;Programa sem ação orçamentária associada
Programa Nacional de Tecnologia Educacional (ProInfo);Programa governamental;2007;Social;Educação;"Educação;;;;";Ministério da Educação;Crian�as e Idosos;Estudantes e Professores;Todo cidadão e cidadã brasileiros com 60 anos ou mais de idade;Não se aplica;Não se aplica;Decreto;6300/2007;13 de dezembro de 2007;Não encontrado;"Parágrafo único.  São objetivos do ProInfo:
I - promover o uso pedagógico das tecnologias de informação e comunicação nas escolas de educação básica das redes públicas de ensino urbanas e rurais;
II - fomentar a melhoria do processo de ensino e aprendizagem com o uso das tecnologias de informação e comunicação;
III - promover a capacitação dos agentes educacionais envolvidos nas ações do Programa;
IV - contribuir com a inclusão digital por meio da ampliação do acesso a computadores, da conexão à rede mundial de computadores e de outras tecnologias digitais, beneficiando a comunidade escolar e a população próxima às escolas;
V - contribuir para a preparação dos jovens e adultos para o mercado de trabalho por meio do uso das tecnologias de informação e comunicação; e
VI - fomentar a produção nacional de conteúdos digitais educacionais.";https://bvsms.saude.gov.br/bvs/folder/talassemias_folder.pdf;Programa sem ação orçamentária associada
Programa Nacional de Universalização do Acesso e Uso da Água (ÁGUA PARA TODOS);Programa governamental;2011;Social;Assistência Social;"Assistência Social;Agricultura;;;";"Ministério do Desenvolvimento Social e Combate à Fome; Ministério da Integração Nacional; Ministério do Desenvolvimento Agrário";Trabalhadores e trabalhadoras;População em geral;Art. 3º Todos os trabalhadores, homens e mulheres, independentemente de sua localização, urbana ou rural, de sua forma de inserção no mercado de trabalho, formal ou informal, de seu vínculo empregatício, público ou privado, assalariado, autônomo, avulso, temporário, cooperativados, aprendiz, estagiário, doméstico, aposentado ou desempregado são sujeitos desta Política. (Origem: PRT MS/GM 1823/2012, Art. 3º);Não se aplica;Não se aplica;Decreto;7535/2011;27 de julho de 2011;Não encontrado;Art. 1º Fica instituído o Programa Nacional de Universalização do Acesso e Uso da Água - “ÁGUA PARA TODOS”, destinado a promover a universalização do acesso à água em áreas rurais para consumo humano e para a produção agrícola e alimentar, visando ao pleno desenvolvimento humano e à segurança alimentar e nutricional de famílias em situação de vulnerabilidade social.;#N/A;Programa com ação orçamentária associada
Programa Nacional de Universalização do Acesso e Uso da Energia Elétrica (LUZ PARA TODOS);Programa governamental;2003;Infraestrutura;Infraestrutura;"Energia;;;;";Ministério de Minas e Energia;Minorias sociais (negros, mulheres, comunidade LGBTQIA+ e pessoas com defici�ncia);População em situação de vulnerabilidade social;População negra;Não se aplica;Não se aplica;Decreto;4873/2003;12 de novembro de 2003;06 de novembro de 2019;"Art. 1º Fica instituído o Programa Nacional de Universalização do Acesso e Uso da Energia Elétrica - ""LUZ PARA TODOS"", destinado a propiciar, até o ano de 2008, o atendimento em energia elétrica à parcela da população do meio rural brasileiro que ainda não possui acesso a esse serviço público.
Art. 1º Fica instituído o Programa Nacional de Universalização do Acesso e Uso da Energia Elétrica - ""LUZ PARA TODOS"", destinado a propiciar, até o ano de 2010, o atendimento em energia elétrica à parcela da população do meio rural brasileiro que ainda não possui acesso a esse serviço público. (Redação dada pelo Decreto nº 6442, de 2008)";Alterações nos objetivos;Programa sem ação orçamentária associada
Programa Nacional de Universalização do Acesso e Uso da Energia Elétrica na Amazônia Legal (Mais Luz para a Amazônia);Programa governamental;2020;Social;Infraestrutura;"Energia;;;;";Ministério de Minas e Energia;Trabalhadores Rurais;Populações fronteiriças e de territórios economicamente deprimidos;"XVI - populações do campo e da floresta: povos e comunidades que têm seus modos de vida, produção e reprodução social relacionados predominantemente com o campo, a floresta, os ambientes aquáticos, a agropecuária e o extrativismo, como: camponeses; agricultores familiares; trabalhadores rurais assalariados e temporários que residam ou não no campo; trabalhadores rurais assentados e acampados; comunidades de quilombos; populações que habitam ou usam reservas extrativistas; populações ribeirinhas; populações atingidas por barragens; outras comunidades tradicionais; dentre outros;

XVII - povos e comunidades tradicionais: grupos culturalmente diferenciados que se reconhecem como tradicionais, possuem formas próprias de organização social e ocupam e utilizam territórios e recursos naturais como condição para sua produção e reprodução cultural, social, religiosa, ancestral e econômica, utilizando conhecimentos e inovações práticas gerados e transmitidos pela tradição;";Não se aplica;Não se aplica;Decreto;10221/2020;06 de fevereiro de 2020;Não encontrado;Art. 1º  Fica instituído o Programa Nacional de Universalização do Acesso e Uso da Energia Elétrica na Amazônia Legal - Mais Luz para a Amazônia, com a finalidade de fornecer o atendimento com energia elétrica à população brasileira residente em regiões remotas da Amazônia Legal.;#N/A;Programa sem ação orçamentária associada
